id,happiness
8001,3.836227834610609
8002,2.8076009181493595
8003,3.381199482978053
8004,4.318735832212507
8005,3.4973741424784226
8006,4.104764190115261
8007,3.8851137625768035
8008,4.314695878543124
8009,4.041603123451197
8010,2.941183530101591
8011,3.0510019328392595
8012,3.8428223667388077
8013,4.15118094164552
8014,3.592823331667161
8015,3.7059965597887867
8016,4.331806857798636
8017,3.5333352231197552
8018,4.374484414717579
8019,3.892493368635526
8020,3.9727123331320535
8021,4.122857638403045
8022,3.7727808906862417
8023,3.9440780578694983
8024,3.5140496239394583
8025,3.0297913194468493
8026,4.040145417079582
8027,4.253313410896244
8028,3.9837183445755895
8029,4.20980530474044
8030,4.185226826186821
8031,3.897508798535524
8032,4.0396262463867325
8033,4.041773483239346
8034,3.542260130233648
8035,3.5535690359124694
8036,4.484093662575405
8037,4.0410371039783834
8038,4.1000746257469185
8039,3.5251612770029577
8040,4.181027146712424
8041,4.269283502395093
8042,3.813425889490349
8043,3.8725225153205742
8044,3.8176838809442146
8045,4.2708842559663545
8046,3.9715130529770133
8047,4.267187596054008
8048,3.9866716297041314
8049,3.949458738358899
8050,4.419076717103167
8051,3.6648562287083237
8052,4.118718093727758
8053,3.050306494051407
8054,3.890928531392904
8055,4.323850883331677
8056,2.84410662367347
8057,3.8487840983511408
8058,3.2885012230723993
8059,2.855190380433763
8060,4.075793339330162
8061,3.0706941970510644
8062,3.4606104408004428
8063,3.8652457120832167
8064,4.078643743660975
8065,4.15541590935688
8066,4.077813720100613
8067,4.147622968618404
8068,4.122283658516615
8069,3.511509714880777
8070,4.012802373747031
8071,3.914199475137353
8072,4.38376264078287
8073,3.7796823425593966
8074,3.8121490322559772
8075,3.2057180193272834
8076,3.6030711820065986
8077,3.443870764457896
8078,3.7335766514741704
8079,4.61923266919343
8080,3.8678326120812403
8081,3.9398044711658606
8082,3.854334791018934
8083,4.398699016884928
8084,4.291776873862118
8085,4.521669286200776
8086,4.081113371680847
8087,4.04847037934204
8088,4.241199071877006
8089,3.5121125527200974
8090,3.7710777879554818
8091,4.195566794630012
8092,3.917139627955242
8093,4.194087379605193
8094,4.1599685077007775
8095,4.544061475638954
8096,3.4165190786151274
8097,4.24784989655167
8098,3.894079241722047
8099,3.5418285081359007
8100,4.007656261975076
8101,4.227059157178339
8102,4.125399088524534
8103,3.522637304597104
8104,4.381675115881559
8105,4.132833963011208
8106,4.312844084411658
8107,4.267989511644707
8108,3.988788226768747
8109,3.7525428974187895
8110,3.8596610456389153
8111,4.226090421193343
8112,3.668634633585229
8113,3.884146220801615
8114,4.318299476350286
8115,4.046441696061566
8116,3.8852242973059954
8117,3.7369274158177714
8118,3.588362091086663
8119,3.977386469586764
8120,4.575608274195862
8121,3.3064175483992213
8122,4.204985703807469
8123,3.5668988598105664
8124,3.7962843832510518
8125,4.103924399228945
8126,4.575045142677314
8127,2.126562644649883
8128,4.119697225573156
8129,3.793442955613782
8130,3.9206234003582714
8131,3.832851250971954
8132,4.164468631681358
8133,4.250842476135458
8134,4.273283904207953
8135,4.163219732476254
8136,4.469704060204564
8137,4.217660757181975
8138,3.5932118568740443
8139,3.948773656182459
8140,3.0251097083898437
8141,4.0617842860499165
8142,3.659741637859888
8143,4.471559766662232
8144,3.643046547002966
8145,3.9970107484992976
8146,2.082678250880192
8147,4.160893601819555
8148,2.8020287469466774
8149,3.611005317550289
8150,3.6238475821093554
8151,3.0172673057772577
8152,4.024511559444239
8153,3.563578029852333
8154,3.751688689086464
8155,3.8579275209038415
8156,3.80104408816703
8157,3.324958457863231
8158,3.3726556187150876
8159,4.077501317789362
8160,4.122468644845541
8161,3.563595599189401
8162,3.904578011310717
8163,3.848316328092452
8164,4.016042599353116
8165,4.146426251187845
8166,4.321268656253538
8167,3.8253501488783708
8168,3.1303872295607404
