id,happiness
8001,3.8421214
8002,3.1300886
8003,3.4588134
8004,4.250397
8005,3.4393752
8006,4.206992
8007,3.9591715
8008,4.427787
8009,3.9363337
8010,2.8249469
8011,3.2627506
8012,3.6985612
8013,4.152016
8014,3.6996226
8015,3.6878486
8016,4.3132296
8017,3.721528
8018,4.312646
8019,3.941046
8020,4.0084534
8021,4.0668383
8022,3.7930894
8023,4.0526667
8024,3.6820147
8025,3.2017834
8026,4.0763702
8027,4.2488556
8028,4.1256227
8029,4.287803
8030,4.3751717
8031,3.929563
8032,3.9242208
8033,4.043501
8034,3.4170632
8035,3.596176
8036,4.5929513
8037,4.1224775
8038,4.0175714
8039,3.5216775
8040,4.186572
8041,4.355341
8042,3.9830394
8043,3.8778837
8044,3.7115357
8045,4.2395267
8046,4.01214
8047,4.0097337
8048,4.019273
8049,3.881787
8050,4.336152
8051,3.8493574
8052,4.160548
8053,3.083468
8054,3.9146168
8055,4.3604946
8056,2.5531743
8057,3.6014974
8058,3.5385976
8059,3.0634727
8060,4.124535
8061,3.339294
8062,3.281887
8063,4.1122575
8064,3.9912279
8065,4.1202717
8066,4.19331
8067,4.153391
8068,4.051302
8069,3.611795
8070,4.066412
8071,3.8908813
8072,4.460639
8073,3.790042
8074,3.9009352
8075,3.3806987
8076,3.8134394
8077,3.5246303
8078,3.7451234
8079,4.716244
8080,3.9602838
8081,3.859233
8082,3.9470034
8083,4.53826
8084,4.3118544
8085,4.611924
8086,4.047475
8087,4.012102
8088,4.261376
8089,3.5999024
8090,3.7830234
8091,4.152967
8092,3.8127587
8093,4.2329035
8094,4.2347317
8095,4.324499
8096,3.3230736
8097,4.2125936
8098,3.826936
8099,3.2828875
8100,4.0402336
8101,4.227937
8102,4.053795
8103,3.4360769
8104,4.602197
8105,4.098574
8106,4.2596555
8107,4.338373
8108,4.079487
8109,3.757608
8110,3.6569464
8111,4.3556113
8112,3.6191037
8113,3.9341104
8114,4.7332134
8115,4.0359755
8116,4.016884
8117,3.7222393
8118,3.5800898
8119,4.0298147
8120,4.734274
8121,3.1454425
8122,4.2270875
8123,3.609237
8124,3.7782483
8125,4.1633854
8126,4.55363
8127,1.7015698
8128,4.180158
8129,3.7654734
8130,3.9438589
8131,3.9054444
8132,4.174054
8133,4.2298775
8134,4.271867
8135,4.046712
8136,4.468682
8137,4.119214
8138,3.558508
8139,3.8615005
8140,3.0109503
8141,4.0994043
8142,3.7221503
8143,4.3716326
8144,3.6023755
8145,4.09951
8146,2.5636446
8147,4.1148076
8148,2.7961998
8149,3.6923692
8150,3.820268
8151,2.6999948
8152,4.0038958
8153,3.5213761
8154,3.6562424
8155,3.7274487
8156,3.82991
8157,3.8764255
8158,3.225208
8159,4.055463
8160,4.174799
8161,3.4146655
8162,3.866515
8163,3.8401282
8164,3.6445515
8165,4.090997
8166,4.2760267
8167,3.7856839
8168,3.097425
8169,3.1657305
8170,3.9417064
8171,3.94823
8172,3.880578
8173,3.780468
8174,3.6736777
8175,3.8318424
8176,4.1283484
8177,2.8051379
8178,4.513825
8179,4.251833
8180,3.0912158
8181,3.6501594
8182,3.9612563
8183,3.7993193
8184,3.7958734
8185,3.4633267
8186,3.5294573
8187,4.1958275
8188,3.7636385
8189,4.105342
8190,3.8404272
8191,3.8880258
8192,3.899726
8193,3.9934864
8194,4.201326
8195,4.407607
8196,3.332555
8197,3.8556817
8198,4.1037292
8199,4.1267548
8200,4.8420777
8201,3.448744
8202,4.1068325
8203,3.8854904
8204,4.11148
8205,4.139192
8206,4.057354
8207,3.845064
8208,3.9316425
8209,3.9793496
8210,3.7141225
8211,3.6226313
8212,4.1126175
8213,4.3455048
8214,4.2065697
8215,3.7001672
8216,3.8983583
8217,3.3816926
8218,3.7444408
8219,3.851912
8220,4.0284777
8221,4.6245556
8222,3.7348185
8223,3.2081912
8224,3.8089454
8225,4.1023054
8226,3.8587997
8227,4.396853
8228,3.3469622
8229,4.143811
8230,3.2071426
8231,3.948832
8232,3.6956291
8233,3.7818418
8234,3.8847556
8235,3.8265479
8236,3.1967905
8237,3.5246065
8238,3.92278
8239,3.6637578
8240,3.0791535
8241,3.4405084
8242,3.8238928
8243,4.3340306
8244,4.137977
8245,3.5144055
8246,4.0390925
8247,3.917272
8248,4.0666313
8249,4.322712
8250,3.720755
8251,4.244317
8252,4.33971
8253,3.7499754
8254,3.7546628
8255,3.6758373
8256,3.4793456
8257,4.027028
8258,2.914056
8259,4.2896013
8260,3.8726065
8261,4.126561
8262,3.9372976
8263,4.2061067
8264,3.9308958
8265,4.0660458
8266,3.3647563
8267,3.6597903
8268,3.9574564
8269,3.5957704
8270,3.7211547
8271,3.11915
8272,4.0479555
8273,3.9169421
8274,3.5749726
8275,4.209299
8276,4.2114596
8277,4.037857
8278,3.8088534
8279,4.497587
8280,4.2680826
8281,4.302907
8282,4.1253157
8283,4.0810556
8284,4.187276
8285,3.91353
8286,2.4662023
8287,4.5277042
8288,3.8364315
8289,4.068604
8290,4.074192
8291,4.1405
8292,4.198781
8293,3.6361911
8294,4.4410987
8295,3.4942205
8296,4.2231092
8297,3.7452877
8298,4.9545603
8299,2.7517204
8300,3.4844508
8301,3.919938
8302,4.3393183
8303,3.8289945
8304,4.039318
8305,4.0430307
8306,4.788452
8307,4.188537
8308,4.708502
8309,3.8126597
8310,3.7966924
8311,4.1558256
8312,4.7233567
8313,4.2579618
8314,3.033733
8315,4.1860456
8316,4.0251226
8317,3.8292701
