id,happiness
8001,3.8491974323140177
8002,3.0678223752069833
8003,3.239963241577327
8004,4.291799547797819
8005,3.3706083297655134
8006,4.3228904413392515
8007,3.9305600108329366
8008,4.393345889855522
8009,4.0557991575904255
8010,2.909175419847221
8011,3.310989408056446
8012,3.7246051066992947
8013,4.070396700653886
8014,3.6562428948780696
8015,3.735873189323492
8016,4.3671918884828775
8017,3.695046614553536
8018,4.314152299791465
8019,3.8833589054439077
8020,3.990031151618884
8021,3.9845286237137323
8022,3.8206177827659613
8023,4.055393847038226
8024,3.782547246887314
8025,3.228008097207031
8026,4.072934069658118
8027,4.252890484191503
8028,4.106917554123206
8029,4.2354986961186
8030,4.212232712245549
8031,3.778515270971449
8032,3.9676076028473535
8033,4.0979687613268325
8034,3.402827941332275
8035,3.7157537688607065
8036,4.485301324087612
8037,4.095040163860928
8038,4.090657448660841
8039,3.4946111097876567
8040,4.208783200014654
8041,4.295406868559029
8042,3.699097131394364
8043,3.9539557112029313
8044,3.7045037981200593
8045,4.272171881520219
8046,3.9410149357095485
8047,4.114372084114951
8048,4.036959174204355
8049,3.8648539382328058
8050,4.325483682648586
8051,3.908672513688268
8052,4.203763712322137
8053,3.2258583663330764
8054,3.8948585580010993
8055,4.296374040501379
8056,2.8104179115804833
8057,3.913471252821464
8058,3.2411701315331896
8059,2.979793560518544
8060,4.093372429016402
8061,2.993833889343001
8062,3.521137792348663
8063,4.12813880573171
8064,3.97900269429608
8065,4.108507598669139
8066,4.186790584143227
8067,4.18209887202084
8068,4.086897245960408
8069,3.5024975841335872
8070,3.954988039735692
8071,4.055746953560814
8072,4.491252900713566
8073,3.839151310219293
8074,3.8782558747123606
8075,3.338606812760535
8076,3.6456529550829404
8077,3.432807327485984
8078,3.8770804964165415
8079,4.535279508217498
8080,3.9713496227701057
8081,3.866253389215737
8082,3.905459913041403
8083,4.427578614769835
8084,4.326700125339525
8085,4.538656803884102
8086,4.062974925999716
8087,4.051333400500534
8088,4.353586211452342
8089,3.6761461915998943
8090,3.7412801054964597
8091,4.144143514675758
8092,3.8754653452662304
8093,4.137816597611828
8094,4.105188130281509
8095,4.506085015775194
8096,3.3480737256882698
8097,4.277364992725606
8098,3.857375422232528
8099,3.5667746169936247
8100,3.9905878001554402
8101,4.171080267530168
8102,4.135724652381303
8103,3.565254336693291
8104,4.443689998688432
8105,4.081657301498646
8106,4.2256350274203
8107,4.438567421893715
8108,4.0055874892864205
8109,3.758107855381338
8110,3.716515429978312
8111,4.335335444243508
8112,3.5438637820812366
8113,4.034829177180273
8114,4.644664913341162
8115,4.102437398806493
8116,3.9691818772864047
8117,3.658139000085498
8118,3.601383727352911
8119,4.008225640189706
8120,4.574250972444591
8121,3.0265000304156424
8122,4.099179596368985
8123,3.622210212473821
8124,3.905352579571901
8125,4.159732969771476
8126,4.607643808272782
8127,2.0126745712444123
8128,4.083050375553261
8129,3.8146649832127495
8130,3.896762718389344
8131,3.8504836023770355
8132,4.123102422162325
8133,4.199541520893207
8134,4.211447532390488
8135,4.121859437538904
8136,4.420441043774097
8137,4.140730941788573
8138,3.64640295452741
8139,3.870902373291972
8140,2.96690494554781
8141,4.082947778960751
8142,3.76898641255554
8143,4.440363782805935
8144,3.699887391770236
8145,3.9532403136586267
8146,2.225734320081554
8147,4.073987647504412
8148,2.6152668469519136
8149,3.551970804337149
8150,3.7638007200425077
8151,2.609535567493157
8152,4.057177834581369
8153,3.540657609306495
8154,3.740239088191773
8155,3.7377095908150366
8156,3.782698864057848
8157,3.8410899058552874
8158,3.3604038518718546
8159,4.039345379819308
8160,4.147081228715174
8161,3.434692019744338
8162,3.923445727269222
8163,3.9304481272783494
8164,3.8797033391193967
8165,4.122147239076505
8166,4.396504721490312
8167,3.789253456595039
8168,3.169143161057608
8169,3.106695208143362
8170,3.907625810659836
8171,3.99435465499672
8172,3.9132901798535316
8173,3.638006954525969
8174,3.7177103557271365
8175,3.826538347909097
8176,4.228785414150187
8177,2.686248309581487
8178,4.346199939402116
8179,4.289199024484135
8180,3.330496458436261
8181,3.696710013529586
8182,3.9468107540528727
8183,3.685618973370626
8184,3.717444965468568
8185,3.5429493334855837
8186,3.5733337507447698
8187,4.129773186622744
8188,3.80291740886517
8189,4.0598350533503655
8190,4.080774443582343
8191,3.8762633983281902
8192,3.90874254211881
8193,3.8684774333674796
8194,4.084797320946354
8195,4.547440021259242
8196,3.069575744292027
8197,3.8140223375153184
8198,4.108543527998788
8199,4.1870619125843325
8200,4.855691286977414
8201,3.4708483728601567
8202,4.154745861080923
8203,3.789078909683339
8204,4.047852067783943
8205,4.1146420660761
8206,3.984539208640175
8207,3.866811274500128
8208,3.8862028681484753
8209,3.8838204694929668
8210,3.6413444262457446
8211,3.6779009514671546
8212,4.2057382146485915
8213,4.179937957815788
8214,4.058845708206314
8215,3.638999062406588
8216,3.983807984954483
8217,3.459878910746898
8218,3.7448099170106577
8219,3.826595770021329
8220,4.118253869365683
8221,4.538502794609335
8222,3.939947493935866
8223,3.1077617923677803
8224,3.8620863180239464
8225,4.151684007086132
8226,3.958604856947257
8227,4.389892336765604
8228,3.418387216221042
8229,4.092720674812879
8230,3.3091484631207346
8231,3.9837771913714097
8232,3.880593059326232
8233,3.924915083651277
8234,3.8751888907239196
8235,3.675418917636515
8236,3.1766014570024743
8237,3.6123358114258166
8238,3.8835573013203857
8239,3.5713699996016346
8240,3.143283390360576
8241,3.4964830296895753
8242,3.772142646157114
8243,4.4858762269842964
8244,4.079065119331201
8245,3.7228322601762436
8246,4.11017653152307
8247,3.927505516107001
8248,4.031045292661339
8249,4.373814222359876
8250,3.986661160820017
8251,4.231250839579899
8252,4.37887438197333
8253,3.746867813411065
8254,3.8059150127330903
8255,3.6022695345387086
8256,3.6493873939859633
8257,3.985774600787703
8258,3.0188682859230354
8259,4.207139172179461
8260,3.91565192756906
8261,4.262893954672298
8262,3.9483616341068863
8263,4.145103778717284
8264,4.043646269434826
8265,4.176370308988486
8266,3.4347847853491267
8267,3.640991978679493
8268,4.0313949340943696
8269,3.614063304221473
8270,3.7402889041901517
8271,3.0430933494006
8272,4.037310303948819
8273,3.920094779218795
8274,3.6486827929531085
8275,4.100181999476857
8276,4.072008052526688
8277,3.969889798818713
8278,3.8560142243862128
8279,4.323627158201564
8280,4.266370926098218
8281,4.1472456219189135
8282,4.136983859303344
8283,4.061704696753093
8284,4.2093439782797075
8285,3.8048277301165
