id,happiness
8001,3.9409420032581
8002,3.626731137167883
8003,3.906356815349939
8004,4.005457137756947
8005,3.270887870499426
8006,4.244048656690727
8007,3.7128333556859405
8008,4.090715933425348
8009,4.036999006959895
8010,3.680362725350567
8011,2.8400133847026163
8012,3.8032489059050674
8013,4.755435692016143
8014,3.6400427853455306
8015,3.7890573693234737
8016,3.941146461995804
8017,3.64918885171472
8018,4.6118757029806305
8019,4.057433671240984
8020,4.226854671072541
8021,4.299376107932202
8022,3.8063402212553923
8023,4.203473798583396
8024,3.5146441684327963
8025,3.0294597363011717
8026,3.861941368825845
8027,4.263847327413143
8028,4.2570403473049225
8029,4.236723966913371
8030,4.040556115445054
8031,4.1947725743320365
8032,4.421269306661621
8033,3.8448572109045043
8034,3.692274040837837
8035,3.720274189446074
8036,5.002815010553481
8037,4.155585344263072
8038,4.258372829453879
8039,3.688647783831672
8040,4.1301028301269
8041,4.05059833494087
8042,4.383324091040716
8043,4.15802831552626
8044,3.8620890785824358
8045,4.3314792696057465
8046,3.716663112847375
8047,4.347468975397567
8048,4.183803647416327
8049,4.341560913063574
8050,4.22477241415649
8051,3.1934897477958435
8052,4.318748732811171
8053,2.85186096476903
8054,4.332244595762086
8055,4.336242145382776
8056,2.854486100694469
8057,3.8647435098442773
8058,3.7919742685143
8059,3.0561034848431223
8060,4.403310531185567
8061,3.1307265427128796
8062,3.2148940146206644
8063,4.557350902090571
8064,4.133357878649085
8065,4.1510666853409735
8066,3.8606358004575005
8067,4.348073184592558
8068,3.9710103965939254
8069,3.699207179224024
8070,4.343521344163627
8071,4.1185856978175766
8072,4.123344682346867
8073,3.5916073905266632
8074,3.7702305364583255
8075,3.706428253918921
8076,3.4348171669332097
8077,3.5652760755049258
8078,4.495324971497457
8079,4.5644585854302
8080,4.142976848382086
8081,3.995547623466356
8082,4.010221133374196
8083,4.600681325564394
8084,4.418587120337315
8085,4.472358336543428
8086,3.544612538387358
8087,3.9388788180829803
8088,4.447417780602002
8089,3.540881428372539
8090,3.828501424743629
8091,3.887163267181712
8092,4.380377273119218
8093,4.209840609518107
8094,4.365346974780279
8095,4.223801694357882
8096,3.613342857629484
8097,4.29590784537493
8098,3.5704483186586256
8099,3.142022656062577
8100,4.1880740085517205
8101,4.223528319245297
8102,4.25917821627323
8103,3.537682716791594
8104,4.72339700225282
8105,4.021564747473486
8106,4.479310605653855
8107,4.470287697292551
8108,3.6689441303149164
8109,3.326397545239798
8110,3.9589615683984816
8111,4.006711581577815
8112,3.5881772907930864
8113,4.095000776888376
8114,4.262909265114046
8115,3.9242660836302874
8116,3.961029133500144
8117,3.553412049666275
8118,4.082378721725689
8119,4.404843541709085
8120,4.28940324339126
8121,3.5703436958759345
8122,4.319651638582538
8123,3.201251404046736
8124,4.250860270572501
8125,3.93041162192725
8126,4.145300174899569
8127,1.8089712573425334
8128,3.4178850292417833
8129,3.8438128246146746
8130,4.015466832854947
8131,4.479642813673494
8132,4.475722224784456
8133,4.009158351216082
8134,4.586424561556359
8135,3.943889433873188
8136,4.3887696158183545
8137,4.251731244430835
8138,3.6337402986632887
8139,4.240353716209755
8140,3.219576012772889
8141,4.133136144919733
8142,3.7804450766813953
8143,4.052743230810894
8144,3.466235037335983
8145,3.985464526348754
8146,1.5229993650190534
8147,4.304296115370656
8148,2.258580521257406
8149,3.5691216242074906
8150,3.5267298298534
8151,2.4558731953996196
8152,3.820657665855634
8153,3.189048486746276
8154,3.416212024261955
8155,3.519436140103025
8156,4.198265339815688
8157,2.9915582151629674
8158,3.6777362044214743
8159,4.146946086698917
8160,4.005911281895591
8161,3.521186684374231
8162,3.792867019826439
8163,3.7361282612577313
8164,3.632915477367743
8165,3.9404679380158494
8166,4.102546144787189
8167,4.050587407208529
8168,3.219539609952831
8169,3.0810189010376066
8170,3.4793385495070726
8171,4.7051558185004465
8172,3.7773535243368617
8173,4.250226816347944
8174,3.304562314055757
8175,3.5043933644502085
8176,4.292431799684815
8177,2.3861040851209334
8178,4.783786037429885
8179,4.005670516730411
8180,3.165418727178037
8181,3.958112583183779
8182,4.405066960753762
8183,4.137094735691565
8184,3.865958268249616
8185,3.0943749850285047
8186,3.524982716070456
8187,3.7469370365708947
8188,3.71708201869308
8189,4.09250996244247
8190,4.090184085917631
8191,3.7887197020745362
8192,3.6628688858345226
8193,3.8557617596662546
8194,4.095317610322049
8195,4.203572086774585
8196,2.533467260053267
8197,3.9098694249011228
8198,4.071567335148593
8199,3.848127274259583
8200,4.759162851686506
8201,2.970683620393192
8202,3.8255690511138836
8203,3.918347767104729
8204,4.147200580796662
8205,4.089891249760388
8206,4.138799092976054
8207,3.848294688485351
8208,4.0921834970533855
8209,4.210459692063075
8210,3.6523074159730298
8211,3.698472094984589
8212,4.212182572658184
8213,4.129604153551924
8214,4.431783738579696
8215,3.684912048357008
8216,3.824762407488168
8217,3.3613837190292952
8218,3.790959976189791
8219,3.6341985935858103
8220,4.09636404285481
8221,4.721639129111174
8222,4.209842115727499
8223,2.5846862792598095
8224,3.5673774481290157
8225,4.117527788943657
8226,3.728783150916584
8227,4.041265482821599
8228,3.746484365682343
8229,4.056538660882217
8230,3.0020211754878137
8231,4.042261536587399
8232,3.5719819269470783
8233,3.8644280220283633
8234,4.552239162684342
8235,4.234689742672252
8236,3.0559402358397447
8237,3.4630538573613134
8238,3.8168692509828808
8239,3.2477162252227623
8240,3.6482978648181326
8241,3.0715989602790974
8242,3.8419907285186374
8243,4.628884077838583
8244,4.129872118027166
8245,3.3452087763318135
8246,4.102743203581779
8247,3.87435119156801
8248,4.2983887507931025
8249,4.924539043239411
8250,3.730463985696482
8251,4.567147835055046
8252,4.659088488330656
8253,3.8363075857588353
8254,4.318720509855179
8255,3.806189989608776
8256,4.040261657062789
8257,3.741664146524123
8258,3.3348750791821162
8259,4.0981901551868924
8260,4.069650558694788
8261,4.433855690794057
8262,4.1108415398906155
8263,4.3185219528401575
8264,4.2294669891160375
8265,4.58194222547303
8266,2.8282177095295684
8267,3.3589460339447488
8268,4.098321569225615
8269,3.316562898192459
8270,3.6104998266374206
8271,2.6886696888776713
8272,3.8144806964287117
8273,4.009105425076488
8274,3.601465957795938
8275,4.262987059048446
8276,3.861332444218798
8277,3.7625559042714434
8278,3.6868376445957804
8279,4.650999740133695
8280,4.016868172870231
8281,4.418047734804206
8282,3.9389020775905426
8283,3.61083005230435
8284,4.314771718015202
8285,3.5925508100110335
8286,1.5942783943513357
8287,4.398163835212705
8288,3.7054838995285686
8289,3.970293025900597
